Region,Latitude,Longitude,Radius
Algeria_Tamanghasset,23.931345,3.0618208,10
Algeria_Tamanghasset,23.931345,3.2589476,10
Algeria_Tamanghasset,23.931345,3.4560743,10
Algeria_Tamanghasset,23.931345,3.653201,10
Algeria_Tamanghasset,23.931345,3.8503278,10
Algeria_Tamanghasset,23.931345,4.0474545,10
Algeria_Tamanghasset,23.931345,4.2445813,10
Algeria_Tamanghasset,23.931345,4.441708,10
Algeria_Tamanghasset,23.931345,4.6388347,10
Algeria_Tamanghasset,23.931345,4.8359615,10
Algeria_Tamanghasset,23.931345,5.0330882,10
Algeria_Tamanghasset,23.931345,5.2302149,10
Algeria_Tamanghasset,23.931345,5.4273417,10
Algeria_Tamanghasset,23.931345,5.6244684,10
Algeria_Tamanghasset,23.931345,5.8215951,10
Algeria_Tamanghasset,23.931345,6.0187219,10
Algeria_Tamanghasset,23.931345,6.2158486,10
Algeria_Tamanghasset,23.931345,6.4129754,10
Algeria_Tamanghasset,23.931345,6.6101021,10
Algeria_Tamanghasset,23.931345,6.8072288,10
Algeria_Tamanghasset,23.931345,7.0043556,10
Algeria_Tamanghasset,23.931345,7.2014823,10
Algeria_Tamanghasset,23.931345,7.398609,10
Algeria_Tamanghasset,23.931345,7.5957358,10
Algeria_Tamanghasset,23.931345,7.7928625,10
Algeria_Tamanghasset,23.931345,7.9899892,10
Algeria_Tamanghasset,23.931345,8.187116,10
Algeria_Tamanghasset,23.931345,8.3842427,10
Algeria_Tamanghasset,23.931345,8.5813695,10
Algeria_Tamanghasset,23.931345,8.7784962,10
Algeria_Tamanghasset,23.931345,8.9756229,10
Algeria_Tamanghasset,23.931345,9.1727497,10
Algeria_Tamanghasset,23.931345,9.3698764,10
Algeria_Tamanghasset,23.931345,9.5670031,10
Algeria_Tamanghasset,23.931345,9.7641299,10
Algeria_Tamanghasset,23.931345,9.9612566,10
Algeria_Tamanghasset,23.931345,10.1583834,10
Algeria_Tamanghasset,23.931345,10.3555101,10
Algeria_Tamanghasset,23.931345,10.5526368,10
Algeria_Tamanghasset,23.931345,10.7497636,10
Algeria_Tamanghasset,23.931345,10.9468903,10
Algeria_Tamanghasset,23.931345,11.144017,10
Algeria_Tamanghasset,23.931345,11.3411438,10
Algeria_Tamanghasset,23.931345,11.5382705,10
Algeria_Tamanghasset,23.931345,11.6959719,6
Algeria_Adrar,24.1565702,-3.3866772,5
Algeria_Adrar,24.1205341,-3.2287615,9
Algeria_Adrar,24.1115251,-3.0412285,10
Algeria_Adrar,24.1115251,-2.8438253,10
Algeria_Adrar,24.1115251,-2.6464221,10
Algeria_Adrar,24.1115251,-2.4490189,10
Algeria_Adrar,24.1115251,-2.2516156,10
Algeria_Adrar,24.1115251,-2.0542124,10
Algeria_Adrar,24.1115251,-1.8568092,10
Algeria_Adrar,24.1115251,-1.659406,10
Algeria_Adrar,24.1115251,-1.4620028,10
Algeria_Adrar,24.1115251,-1.2645996,10
Algeria_Adrar,24.1115251,-1.0671964,10
Algeria_Adrar,24.1115251,-0.8697932,10
Algeria_Adrar,24.1115251,-0.67239,10
Algeria_Adrar,24.1115251,-0.4749867,10
Algeria_Adrar,24.1115251,-0.2775835,10
Algeria_Adrar,24.1115251,-0.0801803,10
Algeria_Adrar,24.1115251,0.1172229,10
Algeria_Adrar,24.1115251,0.3146261,10
Algeria_Adrar,24.1115251,0.5120293,10
Algeria_Adrar,24.1115251,0.7094325,10
Algeria_Adrar,24.1115251,0.9068357,10
Algeria_Adrar,24.1115251,1.1042389,10
Algeria_Adrar,24.1115251,1.3016422,10
Algeria_Tamanghasset,24.1115251,1.4990454,10
Algeria_Tamanghasset,24.1115251,1.6964486,10
Algeria_Tamanghasset,24.1115251,1.8938518,10
Algeria_Tamanghasset,24.1115251,2.091255,10
Algeria_Tamanghasset,24.1115251,2.2886582,10
Algeria_Tamanghasset,24.1115251,2.4860614,10
Algeria_Tamanghasset,24.1115251,2.6834646,10
Algeria_Tamanghasset,24.1115251,2.8808678,10
Algeria_Tamanghasset,24.1115251,3.0782711,10
Algeria_Tamanghasset,24.1115251,3.2756743,10
Algeria_Tamanghasset,24.1115251,3.4730775,10
Algeria_Tamanghasset,24.1115251,3.6704807,10
Algeria_Tamanghasset,24.1115251,3.8678839,10
Algeria_Tamanghasset,24.1115251,4.0652871,10
Algeria_Tamanghasset,24.1115251,4.2626903,10
Algeria_Tamanghasset,24.1115251,4.4600935,10
Algeria_Tamanghasset,24.1115251,4.6574967,10
Algeria_Tamanghasset,24.1115251,4.8549,10
Algeria_Tamanghasset,24.1115251,5.0523032,10
Algeria_Tamanghasset,24.1115251,5.2497064,10
Algeria_Tamanghasset,24.1115251,5.4471096,10
Algeria_Tamanghasset,24.1115251,5.6445128,10
Algeria_Tamanghasset,24.1115251,5.841916,10
Algeria_Tamanghasset,24.1115251,6.0393192,10
Algeria_Tamanghasset,24.1115251,6.2367224,10
Algeria_Tamanghasset,24.1115251,6.4341256,10
Algeria_Tamanghasset,24.1115251,6.6315289,10
Algeria_Tamanghasset,24.1115251,6.8289321,10
Algeria_Tamanghasset,24.1115251,7.0263353,10
Algeria_Tamanghasset,24.1115251,7.2237385,10
Algeria_Tamanghasset,24.1115251,7.4211417,10
Algeria_Tamanghasset,24.1115251,7.6185449,10
Algeria_Tamanghasset,24.1115251,7.8159481,10
Algeria_Tamanghasset,24.1115251,8.0133513,10
Algeria_Tamanghasset,24.1115251,8.2107545,10
Algeria_Tamanghasset,24.1115251,8.4081578,10
Algeria_Illizi,24.1115251,8.605561,10
Algeria_Illizi,24.1115251,8.8029642,10
Algeria_Illizi,24.1115251,9.0003674,10
Algeria_Illizi,24.1115251,9.1977706,10
Algeria_Illizi,24.1115251,9.3951738,10
Algeria_Illizi,24.1115251,9.592577,10
Algeria_Illizi,24.1115251,9.7899802,10
Algeria_Illizi,24.1115251,9.9873834,10
Algeria_Illizi,24.1115251,10.1847867,10
Algeria_Illizi,24.1115251,10.3821899,10
Algeria_Illizi,24.1115251,10.5795931,10
Algeria_Illizi,24.1115251,10.7769963,10
Algeria_Illizi,24.1115251,10.9743995,10
Algeria_Illizi,24.1115251,11.1718027,10
Algeria_Illizi,24.1115251,11.3692059,10
Algeria_Illizi,24.1025161,11.556739,9
Algeria_Adrar,24.3277414,-3.6263183,6
Algeria_Adrar,24.2917053,-3.4286359,10
Algeria_Adrar,24.2917053,-3.2309535,10
Algeria_Adrar,24.2917053,-3.033271,10
Algeria_Adrar,24.2917053,-2.8355886,10
Algeria_Adrar,24.2917053,-2.6379062,10
Algeria_Adrar,24.2917053,-2.4402238,10
Algeria_Adrar,24.2917053,-2.2425414,10
Algeria_Adrar,24.2917053,-2.0448589,10
Algeria_Adrar,24.2917053,-1.8471765,10
Algeria_Adrar,24.2917053,-1.6494941,10
Algeria_Adrar,24.2917053,-1.4518117,10
Algeria_Adrar,24.2917053,-1.2541293,10
Algeria_Adrar,24.2917053,-1.0564468,10
Algeria_Adrar,24.2917053,-0.8587644,10
Algeria_Adrar,24.2917053,-0.661082,10
Algeria_Adrar,24.2917053,-0.4633996,10
Algeria_Adrar,24.2917053,-0.2657172,10
Algeria_Adrar,24.2917053,-0.0680347,10
Algeria_Adrar,24.2917053,0.1296477,10
Algeria_Adrar,24.2917053,0.3273301,10
Algeria_Adrar,24.2917053,0.5250125,10
Algeria_Adrar,24.2917053,0.7226949,10
Algeria_Adrar,24.2917053,0.9203774,10
Algeria_Adrar,24.2917053,1.1180598,10
Algeria_Tamanghasset,24.2917053,1.3157422,10
Algeria_Tamanghasset,24.2917053,1.5134246,10
Algeria_Tamanghasset,24.2917053,1.711107,10
Algeria_Tamanghasset,24.2917053,1.9087895,10
Algeria_Tamanghasset,24.2917053,2.1064719,10
Algeria_Tamanghasset,24.2917053,2.3041543,10
Algeria_Tamanghasset,24.2917053,2.5018367,10
Algeria_Tamanghasset,24.2917053,2.6995191,10
Algeria_Tamanghasset,24.2917053,2.8972016,10
Algeria_Tamanghasset,24.2917053,3.094884,10
Algeria_Tamanghasset,24.2917053,3.2925664,10
Algeria_Tamanghasset,24.2917053,3.4902488,10
Algeria_Tamanghasset,24.2917053,3.6879312,10
Algeria_Tamanghasset,24.2917053,3.8856137,10
Algeria_Tamanghasset,24.2917053,4.0832961,10
Algeria_Tamanghasset,24.2917053,4.2809785,10
Algeria_Tamanghasset,24.2917053,4.4786609,10
Algeria_Tamanghasset,24.2917053,4.6763433,10
Algeria_Tamanghasset,24.2917053,4.8740258,10
Algeria_Tamanghasset,24.2917053,5.0717082,10
Algeria_Tamanghasset,24.2917053,5.2693906,10
Algeria_Tamanghasset,24.2917053,5.467073,10
Algeria_Tamanghasset,24.2917053,5.6647554,10
Algeria_Tamanghasset,24.2917053,5.8624379,10
Algeria_Tamanghasset,24.2917053,6.0601203,10
Algeria_Tamanghasset,24.2917053,6.2578027,10
Algeria_Tamanghasset,24.2917053,6.4554851,10
Algeria_Tamanghasset,24.2917053,6.6531675,10
Algeria_Tamanghasset,24.2917053,6.85085,10
Algeria_Tamanghasset,24.2917053,7.0485324,10
Algeria_Tamanghasset,24.2917053,7.2462148,10
Algeria_Tamanghasset,24.2917053,7.4438972,10
Algeria_Tamanghasset,24.2917053,7.6415796,10
Algeria_Tamanghasset,24.2917053,7.8392621,10
Algeria_Tamanghasset,24.2917053,8.0369445,10
Algeria_Tamanghasset,24.2917053,8.2346269,10
Algeria_Illizi,24.2917053,8.4323093,10
Algeria_Illizi,24.2917053,8.6299917,10
Algeria_Illizi,24.2917053,8.8276742,10
Algeria_Illizi,24.2917053,9.0253566,10
Algeria_Illizi,24.2917053,9.223039,10
Algeria_Illizi,24.2917053,9.4207214,10
Algeria_Illizi,24.2917053,9.6184038,10
Algeria_Illizi,24.2917053,9.8160863,10
Algeria_Illizi,24.2917053,10.0137687,10
Algeria_Illizi,24.2917053,10.2114511,10
Algeria_Illizi,24.2917053,10.4091335,10
Algeria_Illizi,24.2917053,10.6068159,10
Algeria_Illizi,24.2917053,10.8044984,10
Algeria_Illizi,24.2917053,11.0021808,10
Algeria_Illizi,24.2917053,11.1998632,10
Algeria_Illizi,24.2646783,11.3975456,7
Algeria_Illizi,24.2376513,11.5359338,4
Algeria_Adrar,24.5259395,-3.9556571,4
Algeria_Adrar,24.4808945,-3.8071945,9
Algeria_Adrar,24.4718855,-3.6191283,10
Algeria_Adrar,24.4718855,-3.4211639,10
Algeria_Adrar,24.4718855,-3.2231995,10
Algeria_Adrar,24.4718855,-3.0252352,10
Algeria_Adrar,24.4718855,-2.8272708,10
Algeria_Adrar,24.4718855,-2.6293064,10
Algeria_Adrar,24.4718855,-2.431342,10
Algeria_Adrar,24.4718855,-2.2333776,10
Algeria_Adrar,24.4718855,-2.0354133,10
Algeria_Adrar,24.4718855,-1.8374489,10
Algeria_Adrar,24.4718855,-1.6394845,10
Algeria_Adrar,24.4718855,-1.4415201,10
Algeria_Adrar,24.4718855,-1.2435557,10
Algeria_Adrar,24.4718855,-1.0455914,10
Algeria_Adrar,24.4718855,-0.847627,10
Algeria_Adrar,24.4718855,-0.6496626,10
Algeria_Adrar,24.4718855,-0.4516982,10
Algeria_Adrar,24.4718855,-0.2537338,10
Algeria_Adrar,24.4718855,-0.0557695,10
Algeria_Adrar,24.4718855,0.1421949,10
Algeria_Adrar,24.4718855,0.3401593,10
Algeria_Adrar,24.4718855,0.5381237,10
Algeria_Adrar,24.4718855,0.7360881,10
Algeria_Adrar,24.4718855,0.9340524,10
Algeria_Adrar,24.4718855,1.1320168,10
Algeria_Tamanghasset,24.4718855,1.3299812,10
Algeria_Tamanghasset,24.4718855,1.5279456,10
Algeria_Tamanghasset,24.4718855,1.72591,10
Algeria_Tamanghasset,24.4718855,1.9238743,10
Algeria_Tamanghasset,24.4718855,2.1218387,10
Algeria_Tamanghasset,24.4718855,2.3198031,10
Algeria_Tamanghasset,24.4718855,2.5177675,10
Algeria_Tamanghasset,24.4718855,2.7157319,10
Algeria_Tamanghasset,24.4718855,2.9136962,10
Algeria_Tamanghasset,24.4718855,3.1116606,10
Algeria_Tamanghasset,24.4718855,3.309625,10
Algeria_Tamanghasset,24.4718855,3.5075894,10
Algeria_Tamanghasset,24.4718855,3.7055538,10
Algeria_Tamanghasset,24.4718855,3.9035181,10
Algeria_Tamanghasset,24.4718855,4.1014825,10
Algeria_Tamanghasset,24.4718855,4.2994469,10
Algeria_Tamanghasset,24.4718855,4.4974113,10
Algeria_Tamanghasset,24.4718855,4.6953757,10
Algeria_Tamanghasset,24.4718855,4.89334,10
Algeria_Tamanghasset,24.4718855,5.0913044,10
Algeria_Tamanghasset,24.4718855,5.2892688,10
Algeria_Tamanghasset,24.4718855,5.4872332,10
Algeria_Tamanghasset,24.4718855,5.6851976,10
Algeria_Tamanghasset,24.4718855,5.8831619,10
Algeria_Tamanghasset,24.4718855,6.0811263,10
Algeria_Tamanghasset,24.4718855,6.2790907,10
Algeria_Tamanghasset,24.4718855,6.4770551,10
Algeria_Tamanghasset,24.4718855,6.6750195,10
Algeria_Tamanghasset,24.4718855,6.8729838,10
Algeria_Tamanghasset,24.4718855,7.0709482,10
Algeria_Tamanghasset,24.4718855,7.2689126,10
Algeria_Tamanghasset,24.4718855,7.466877,10
Algeria_Tamanghasset,24.4718855,7.6648414,10
Algeria_Illizi,24.4718855,7.8628057,10
Algeria_Illizi,24.4718855,8.0607701,10
Algeria_Illizi,24.4718855,8.2587345,10
Algeria_Illizi,24.4718855,8.4566989,10
Algeria_Illizi,24.4718855,8.6546633,10
Algeria_Illizi,24.4718855,8.8526276,10
Algeria_Illizi,24.4718855,9.050592,10
Algeria_Illizi,24.4718855,9.2485564,10
Algeria_Illizi,24.4718855,9.4465208,10
Algeria_Illizi,24.4718855,9.6444852,10
Algeria_Illizi,24.4718855,9.8424495,10
Algeria_Illizi,24.4718855,10.0404139,10
Algeria_Illizi,24.4718855,10.2383783,10
Algeria_Illizi,24.4268405,10.4363427,5
Algeria_Illizi,24.4538675,10.6343071,8
Algeria_Illizi,24.4448585,10.8322714,7
Algeria_Illizi,24.4178314,10.9708571,4
Algeria_Adrar,24.6971107,-4.206615,5
Algeria_Adrar,24.6520657,-4.0083659,10
Algeria_Adrar,24.6520657,-3.8101168,10
Algeria_Adrar,24.6520657,-3.6118677,10
Algeria_Adrar,24.6520657,-3.4136186,10
Algeria_Adrar,24.6520657,-3.2153695,10
Algeria_Adrar,24.6520657,-3.0171204,10
Algeria_Adrar,24.6520657,-2.8188713,10
Algeria_Adrar,24.6520657,-2.6206222,10
Algeria_Adrar,24.6520657,-2.4223731,10
Algeria_Adrar,24.6520657,-2.224124,10
Algeria_Adrar,24.6520657,-2.0258748,10
Algeria_Adrar,24.6520657,-1.8276257,10
Algeria_Adrar,24.6520657,-1.6293766,10
Algeria_Adrar,24.6520657,-1.4311275,10
Algeria_Adrar,24.6520657,-1.2328784,10
Algeria_Adrar,24.6520657,-1.0346293,10
Algeria_Adrar,24.6520657,-0.8363802,10
Algeria_Adrar,24.6520657,-0.6381311,10
Algeria_Adrar,24.6520657,-0.439882,10
Algeria_Adrar,24.6520657,-0.2416329,10
Algeria_Adrar,24.6520657,-0.0433838,10
Algeria_Adrar,24.6520657,0.1548654,10
Algeria_Adrar,24.6520657,0.3531145,10
Algeria_Adrar,24.6520657,0.5513636,10
Algeria_Adrar,24.6520657,0.7496127,10
Algeria_Adrar,24.6520657,0.9478618,10
Algeria_Adrar,24.6520657,1.1461109,10
Algeria_Tamanghasset,24.6520657,1.34436,10
Algeria_Tamanghasset,24.6520657,1.5426091,10
Algeria_Tamanghasset,24.6520657,1.7408582,10
Algeria_Tamanghasset,24.6520657,1.9391073,10
Algeria_Tamanghasset,24.6520657,2.1373564,10
Algeria_Tamanghasset,24.6520657,2.3356056,10
Algeria_Tamanghasset,24.6520657,2.5338547,10
Algeria_Tamanghasset,24.6520657,2.7321038,10
Algeria_Tamanghasset,24.6520657,2.9303529,10
Algeria_Tamanghasset,24.6520657,3.128602,10
Algeria_Tamanghasset,24.6520657,3.3268511,10
Algeria_Tamanghasset,24.6520657,3.5251002,10
Algeria_Tamanghasset,24.6520657,3.7233493,10
Algeria_Tamanghasset,24.6520657,3.9215984,10
Algeria_Tamanghasset,24.6520657,4.1198475,10
Algeria_Tamanghasset,24.6520657,4.3180966,10
Algeria_Tamanghasset,24.6520657,4.5163458,10
Algeria_Tamanghasset,24.6520657,4.7145949,10
Algeria_Tamanghasset,24.6520657,4.912844,10
Algeria_Tamanghasset,24.6520657,5.1110931,10
Algeria_Tamanghasset,24.6520657,5.3093422,10
Algeria_Tamanghasset,24.6520657,5.5075913,10
Algeria_Tamanghasset,24.6520657,5.7058404,10
Algeria_Tamanghasset,24.6520657,5.9040895,10
Algeria_Tamanghasset,24.6520657,6.1023386,10
Algeria_Tamanghasset,24.6520657,6.3005877,10
Algeria_Tamanghasset,24.6520657,6.4988368,10
Algeria_Tamanghasset,24.6520657,6.697086,10
Algeria_Tamanghasset,24.6520657,6.8953351,10
Algeria_Tamanghasset,24.6520657,7.0935842,10
Algeria_Tamanghasset,24.6520657,7.2918333,10
Algeria_Tamanghasset,24.6520657,7.4900824,10
Algeria_Illizi,24.6520657,7.6883315,10
Algeria_Illizi,24.6520657,7.8865806,10
Algeria_Illizi,24.6520657,8.0848297,10
Algeria_Illizi,24.6520657,8.2830788,10
Algeria_Illizi,24.6520657,8.4813279,10
Algeria_Illizi,24.6520657,8.679577,10
Algeria_Illizi,24.6520657,8.8778262,10
Algeria_Illizi,24.6520657,9.0760753,10
Algeria_Illizi,24.6520657,9.2743244,10
Algeria_Illizi,24.6520657,9.4725735,10
Algeria_Illizi,24.6520657,9.6708226,10
Algeria_Illizi,24.6520657,9.8690717,10
Algeria_Illizi,24.6520657,10.0673208,10
Algeria_Illizi,24.5980116,10.2061059,4
Algeria_Adrar,24.8862999,-4.5376474,4
Algeria_Adrar,24.8412549,-4.3887557,9
Algeria_Adrar,24.8322459,-4.2001459,10
Algeria_Adrar,24.8322459,-4.0016093,10
Algeria_Adrar,24.8322459,-3.8030727,10
Algeria_Adrar,24.8322459,-3.6045361,10
Algeria_Adrar,24.8322459,-3.4059994,10
Algeria_Adrar,24.8322459,-3.2074628,10
Algeria_Adrar,24.8322459,-3.0089262,10
Algeria_Adrar,24.8322459,-2.8103896,10
Algeria_Adrar,24.8322459,-2.6118529,10
Algeria_Adrar,24.8322459,-2.4133163,10
Algeria_Adrar,24.8322459,-2.2147797,10
Algeria_Adrar,24.8322459,-2.0162431,10
Algeria_Adrar,24.8322459,-1.8177065,10
Algeria_Adrar,24.8322459,-1.6191698,10
Algeria_Adrar,24.8322459,-1.4206332,10
Algeria_Adrar,24.8322459,-1.2220966,10
Algeria_Adrar,24.8322459,-1.02356,10
Algeria_Adrar,24.8322459,-0.8250233,10
Algeria_Adrar,24.8322459,-0.6264867,10
Algeria_Adrar,24.8322459,-0.4279501,10
Algeria_Adrar,24.8322459,-0.2294135,10
Algeria_Adrar,24.8322459,-0.0308768,10
Algeria_Adrar,24.8322459,0.1676598,10
Algeria_Adrar,24.8322459,0.3661964,10
Algeria_Adrar,24.8322459,0.564733,10
Algeria_Adrar,24.8322459,0.7632697,10
Algeria_Adrar,24.8322459,0.9618063,10
Algeria_Adrar,24.8322459,1.1603429,10
Algeria_Tamanghasset,24.8322459,1.3588795,10
Algeria_Tamanghasset,24.8322459,1.5574162,10
Algeria_Tamanghasset,24.8322459,1.7559528,10
Algeria_Tamanghasset,24.8322459,1.9544894,10
Algeria_Tamanghasset,24.8322459,2.153026,10
Algeria_Tamanghasset,24.8322459,2.3515627,10
Algeria_Tamanghasset,24.8322459,2.5500993,10
Algeria_Tamanghasset,24.8322459,2.7486359,10
Algeria_Tamanghasset,24.8322459,2.9471725,10
Algeria_Tamanghasset,24.8322459,3.1457092,10
Algeria_Tamanghasset,24.8322459,3.3442458,10
Algeria_Tamanghasset,24.8322459,3.5427824,10
Algeria_Tamanghasset,24.8322459,3.741319,10
Algeria_Tamanghasset,24.8322459,3.9398557,10
Algeria_Tamanghasset,24.8322459,4.1383923,10
Algeria_Tamanghasset,24.8322459,4.3369289,10
Algeria_Tamanghasset,24.8322459,4.5354655,10
Algeria_Tamanghasset,24.8322459,4.7340022,10
Algeria_Tamanghasset,24.8322459,4.9325388,10
Algeria_Tamanghasset,24.8322459,5.1310754,10
Algeria_Tamanghasset,24.8322459,5.329612,10
Algeria_Tamanghasset,24.8322459,5.5281487,10
Algeria_Tamanghasset,24.8322459,5.7266853,10
Algeria_Tamanghasset,24.8322459,5.9252219,10
Algeria_Tamanghasset,24.8322459,6.1237585,10
Algeria_Tamanghasset,24.8322459,6.3222952,10
Algeria_Tamanghasset,24.8322459,6.5208318,10
Algeria_Tamanghasset,24.8322459,6.7193684,10
Algeria_Tamanghasset,24.8322459,6.917905,10
Algeria_Tamanghasset,24.8322459,7.1164417,10
Algeria_Illizi,24.8322459,7.3149783,10
Algeria_Illizi,24.8322459,7.5135149,10
Algeria_Illizi,24.8322459,7.7120515,10
Algeria_Illizi,24.8322459,7.9105882,10
Algeria_Illizi,24.8322459,8.1091248,10
Algeria_Illizi,24.8322459,8.3076614,10
Algeria_Illizi,24.8322459,8.506198,10
Algeria_Illizi,24.8322459,8.7047347,10
Algeria_Illizi,24.8322459,8.9032713,10
Algeria_Illizi,24.8322459,9.1018079,10
Algeria_Illizi,24.8322459,9.3003445,10
Algeria_Illizi,24.8322459,9.4988812,10
Algeria_Illizi,24.8322459,9.6974178,10
Algeria_Illizi,24.8322459,9.8959544,10
Algeria_Illizi,24.7872008,10.0448641,5
Algeria_Adrar,25.0574711,-4.7900946,5
Algeria_Adrar,25.012426,-4.5912676,10
Algeria_Adrar,25.012426,-4.3924407,10
Algeria_Adrar,25.012426,-4.1936138,10
Algeria_Adrar,25.012426,-3.9947868,10
Algeria_Adrar,25.012426,-3.7959599,10
Algeria_Adrar,25.012426,-3.5971329,10
Algeria_Adrar,25.012426,-3.398306,10
Algeria_Adrar,25.012426,-3.199479,10
Algeria_Adrar,25.012426,-3.0006521,10
Algeria_Adrar,25.012426,-2.8018251,10
Algeria_Adrar,25.012426,-2.6029982,10
Algeria_Adrar,25.012426,-2.4041713,10
Algeria_Adrar,25.012426,-2.2053443,10
Algeria_Adrar,25.012426,-2.0065174,10
Algeria_Adrar,25.012426,-1.8076904,10
Algeria_Adrar,25.012426,-1.6088635,10
Algeria_Adrar,25.012426,-1.4100365,10
Algeria_Adrar,25.012426,-1.2112096,10
Algeria_Adrar,25.012426,-1.0123826,10
Algeria_Adrar,25.012426,-0.8135557,10
Algeria_Adrar,25.012426,-0.6147288,10
Algeria_Adrar,25.012426,-0.4159018,10
Algeria_Adrar,25.012426,-0.2170749,10
Algeria_Adrar,25.012426,-0.0182479,10
Algeria_Adrar,25.012426,0.180579,10
Algeria_Adrar,25.012426,0.379406,10
Algeria_Adrar,25.012426,0.5782329,10
Algeria_Adrar,25.012426,0.7770599,10
Algeria_Adrar,25.012426,0.9758868,10
Algeria_Adrar,25.012426,1.1747137,10
Algeria_Tamanghasset,25.012426,1.3735407,10
Algeria_Tamanghasset,25.012426,1.5723676,10
Algeria_Tamanghasset,25.012426,1.7711946,10
Algeria_Tamanghasset,25.012426,1.9700215,10
Algeria_Tamanghasset,25.012426,2.1688485,10
Algeria_Tamanghasset,25.012426,2.3676754,10
Algeria_Tamanghasset,25.012426,2.5665024,10
Algeria_Tamanghasset,25.012426,2.7653293,10
Algeria_Tamanghasset,25.012426,2.9641562,10
Algeria_Tamanghasset,25.012426,3.1629832,10
Algeria_Tamanghasset,25.012426,3.3618101,10
Algeria_Tamanghasset,25.012426,3.5606371,10
Algeria_Tamanghasset,25.012426,3.759464,10
Algeria_Tamanghasset,25.012426,3.958291,10
Algeria_Tamanghasset,25.012426,4.1571179,10
Algeria_Tamanghasset,25.012426,4.3559449,10
Algeria_Tamanghasset,25.012426,4.5547718,10
Algeria_Tamanghasset,25.012426,4.7535987,10
Algeria_Tamanghasset,25.012426,4.9524257,10
Algeria_Tamanghasset,25.012426,5.1512526,10
Algeria_Tamanghasset,25.012426,5.3500796,10
Algeria_Tamanghasset,25.012426,5.5489065,10
Algeria_Tamanghasset,25.012426,5.7477335,10
Algeria_Tamanghasset,25.012426,5.9465604,10
Algeria_Tamanghasset,25.012426,6.1453874,10
Algeria_Tamanghasset,25.012426,6.3442143,10
Algeria_Tamanghasset,25.012426,6.5430412,10
Algeria_Tamanghasset,25.012426,6.7418682,10
Algeria_Tamanghasset,25.012426,6.9406951,10
Algeria_Illizi,25.012426,7.1395221,10
Algeria_Illizi,25.012426,7.338349,10
Algeria_Illizi,25.012426,7.537176,10
Algeria_Illizi,25.012426,7.7360029,10
Algeria_Illizi,25.012426,7.9348299,10
Algeria_Illizi,25.012426,8.1336568,10
Algeria_Illizi,25.012426,8.3324837,10
Algeria_Illizi,25.012426,8.5313107,10
Algeria_Illizi,25.012426,8.7301376,10
Algeria_Illizi,25.012426,8.9289646,10
Algeria_Illizi,25.012426,9.1277915,10
Algeria_Illizi,25.012426,9.3266185,10
Algeria_Illizi,25.012426,9.5254454,10
Algeria_Illizi,25.012426,9.7242724,10
Algeria_Illizi,25.012426,9.9230993,10
Algeria_Adrar,25.2466603,-5.1228714,4
Algeria_Adrar,25.2106242,-4.9635857,8
Algeria_Adrar,25.1926062,-4.7843783,10
Algeria_Adrar,25.1926062,-4.5852582,10
Algeria_Adrar,25.1926062,-4.3861381,10
Algeria_Adrar,25.1926062,-4.1870181,10
Algeria_Adrar,25.1926062,-3.987898,10
Algeria_Adrar,25.1926062,-3.7887779,10
Algeria_Adrar,25.1926062,-3.5896578,10
Algeria_Adrar,25.1926062,-3.3905377,10
Algeria_Adrar,25.1926062,-3.1914176,10
Algeria_Adrar,25.1926062,-2.9922975,10
Algeria_Adrar,25.1926062,-2.7931774,10
Algeria_Adrar,25.1926062,-2.5940574,10
Algeria_Adrar,25.1926062,-2.3949373,10
Algeria_Adrar,25.1926062,-2.1958172,10
Algeria_Adrar,25.1926062,-1.9966971,10
Algeria_Adrar,25.1926062,-1.797577,10
Algeria_Adrar,25.1926062,-1.5984569,10
Algeria_Adrar,25.1926062,-1.3993368,10
Algeria_Adrar,25.1926062,-1.2002168,10
Algeria_Adrar,25.1926062,-1.0010967,10
Algeria_Adrar,25.1926062,-0.8019766,10
Algeria_Adrar,25.1926062,-0.6028565,10
Algeria_Adrar,25.1926062,-0.4037364,10
Algeria_Adrar,25.1926062,-0.2046163,10
Algeria_Adrar,25.1926062,-0.0054962,10
Algeria_Adrar,25.1926062,0.1936239,10
Algeria_Adrar,25.1926062,0.3927439,10
Algeria_Adrar,25.1926062,0.591864,10
Algeria_Adrar,25.1926062,0.7909841,10
Algeria_Adrar,25.1926062,0.9901042,10
Algeria_Adrar,25.1926062,1.1892243,10
Algeria_Tamanghasset,25.1926062,1.3883444,10
Algeria_Tamanghasset,25.1926062,1.5874645,10
Algeria_Tamanghasset,25.1926062,1.7865845,10
Algeria_Tamanghasset,25.1926062,1.9857046,10
Algeria_Tamanghasset,25.1926062,2.1848247,10
Algeria_Tamanghasset,25.1926062,2.3839448,10
Algeria_Tamanghasset,25.1926062,2.5830649,10
Algeria_Tamanghasset,25.1926062,2.782185,10
Algeria_Tamanghasset,25.1926062,2.9813051,10
Algeria_Tamanghasset,25.1926062,3.1804252,10
Algeria_Tamanghasset,25.1926062,3.3795452,10
Algeria_Tamanghasset,25.1926062,3.5786653,10
Algeria_Tamanghasset,25.1926062,3.7777854,10
Algeria_Tamanghasset,25.1926062,3.9769055,10
Algeria_Tamanghasset,25.1926062,4.1760256,10
Algeria_Tamanghasset,25.1926062,4.3751457,10
Algeria_Tamanghasset,25.1926062,4.5742658,10
